game_date,athlete_display_name,team_name,minutes,field_goals_made,field_goals_attempted,three_point_field_goals_made,three_point_field_goals_attempted,free_throws_made,free_throws_attempted,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,fouls,plus_minus,points,starter,ejected,did_not_play,home_away,team_winner
8/13/2025,Gabby Williams,Storm,32,5,10,0,1,1,3,0,4,4,6,1,1,0,1,-6,11,TRUE,FALSE,FALSE,home,FALSE
8/13/2025,Ezi Magbegor,Storm,31,3,6,1,2,1,4,2,1,3,2,2,2,1,3,-3,8,TRUE,FALSE,FALSE,home,FALSE
8/13/2025,Skylar Diggins,Storm,31,3,9,1,2,0,0,1,0,1,4,1,0,0,3,-1,7,TRUE,FALSE,FALSE,home,FALSE
8/13/2025,Brittney Sykes,Storm,33,2,10,0,0,3,4,1,4,5,2,0,0,2,2,-6,7,TRUE,FALSE,FALSE,home,FALSE
8/13/2025,Dominique Malonga,Storm,13,2,6,0,0,0,0,0,1,1,0,0,0,1,1,-25,4,FALSE,FALSE,FALSE,home,FALSE
8/13/2025,Erica Wheeler,Storm,15,2,9,2,5,0,0,1,2,3,2,2,0,1,3,-17,6,FALSE,FALSE,FALSE,home,FALSE
8/13/2025,Tiffany Mitchell,Storm,9,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,3,FALSE,FALSE,FALSE,home,FALSE
8/13/2025,Katie Lou Samuelson,Storm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,FALSE
8/13/2025,Mackenzie Holmes,Storm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,FALSE
8/13/2025,Lexie Brown,Storm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,FALSE
8/13/2025,Leonie Fiebich,Liberty,29,1,1,1,1,2,2,0,4,4,3,1,0,0,4,-7,5,TRUE,FALSE,FALSE,away,FALSE
8/13/2025,Jonquel Jones,Liberty,33,4,12,0,4,3,5,2,5,7,5,0,2,2,5,-2,11,TRUE,FALSE,FALSE,away,FALSE
8/13/2025,Emma Meesseman,Liberty,32,8,15,2,3,6,6,3,7,10,3,1,0,5,2,0,24,TRUE,FALSE,FALSE,away,FALSE
8/13/2025,Natasha Cloud,Liberty,32,3,9,0,3,0,0,1,4,5,4,0,1,2,1,-1,6,TRUE,FALSE,FALSE,away,FALSE
8/13/2025,Sabrina Ionescu,Liberty,31,6,15,3,9,3,3,0,1,1,1,1,0,1,2,-12,18,TRUE,FALSE,FALSE,away,FALSE
8/13/2025,Stephanie Talbot,Liberty,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-9,0,FALSE,FALSE,FALSE,away,FALSE
8/13/2025,Kennedy Burke,Liberty,16,4,8,0,3,0,0,0,1,1,1,1,0,0,3,7,8,FALSE,FALSE,FALSE,away,FALSE
8/13/2025,Rebekah Gardner,Liberty,5,0,0,0,0,0,0,0,1,1,0,0,0,1,0,-6,0,FALSE,FALSE,FALSE,away,FALSE
8/13/2025,Marine Johannes,Liberty,14,2,4,1,2,0,0,0,1,1,1,1,0,0,1,0,5,FALSE,FALSE,FALSE,away,FALSE
8/13/2025,Isabelle Harrison,Liberty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
8/13/2025,Breanna Stewart,Liberty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
8/13/2025,Nyara Sabally,Liberty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
8/13/2025,NaLyssa Smith,Aces,26,1,2,0,0,4,6,2,4,6,0,1,1,1,4,-1,6,TRUE,FALSE,FALSE,home,TRUE
8/13/2025,A'ja Wilson,Aces,34,3,14,0,1,11,11,6,10,16,4,2,2,0,1,1,17,TRUE,FALSE,FALSE,home,TRUE
8/13/2025,Chelsea Gray,Aces,39,5,11,1,5,2,2,0,1,1,5,2,1,2,1,4,13,TRUE,FALSE,FALSE,home,TRUE
8/13/2025,Jackie Young,Aces,34,5,13,1,5,4,5,3,4,7,4,2,1,5,5,6,15,TRUE,FALSE,FALSE,home,TRUE
8/13/2025,Dana Evans,Aces,15,3,6,2,3,0,0,0,0,0,0,0,1,0,1,6,8,TRUE,FALSE,FALSE,home,TRUE
8/13/2025,Kierstan Bell,Aces,8,0,1,0,1,0,0,2,2,4,1,0,0,0,2,0,0,FALSE,FALSE,FALSE,home,TRUE
8/13/2025,Kiah Stokes,Aces,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,home,TRUE
8/13/2025,Jewell Loyd,Aces,26,7,12,5,9,2,4,0,2,2,1,0,0,1,3,2,21,FALSE,FALSE,FALSE,home,TRUE
8/13/2025,Aaliyah Nye,Aces,11,1,6,1,5,0,0,1,0,1,0,0,1,1,0,5,3,FALSE,FALSE,FALSE,home,TRUE
8/13/2025,Megan Gustafson,Aces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
8/13/2025,Cecilia Zandalasini,Valkyries,35,7,10,6,8,0,0,1,6,7,4,0,0,1,0,18,20,TRUE,FALSE,FALSE,away,TRUE
8/13/2025,Janelle Salaun,Valkyries,29,5,9,1,3,0,0,1,3,4,1,1,0,3,2,2,11,TRUE,FALSE,FALSE,away,TRUE
8/13/2025,Temi Fagbenle,Valkyries,14,1,2,0,0,0,0,0,0,0,1,0,0,2,2,-5,2,TRUE,FALSE,FALSE,away,TRUE
8/13/2025,Tiffany Hayes,Valkyries,32,3,7,0,1,8,8,3,3,6,2,1,0,0,2,3,14,TRUE,FALSE,FALSE,away,TRUE
8/13/2025,Veronica Burton,Valkyries,36,10,13,6,9,4,6,0,7,7,7,1,0,3,4,4,30,TRUE,FALSE,FALSE,away,TRUE
8/13/2025,Iliana Rupert,Valkyries,25,1,6,0,4,1,1,0,2,2,3,0,0,1,4,9,3,FALSE,FALSE,FALSE,away,TRUE
8/13/2025,Kaila Charles,Valkyries,4,0,4,0,2,0,0,1,0,1,0,1,0,2,1,-10,0,FALSE,FALSE,FALSE,away,TRUE
8/13/2025,Kate Martin,Valkyries,12,1,3,1,3,0,0,1,2,3,1,0,0,0,1,1,3,FALSE,FALSE,FALSE,away,TRUE
8/13/2025,Carla Leite,Valkyries,13,1,3,1,2,2,2,0,0,0,1,0,0,1,1,3,5,FALSE,FALSE,FALSE,away,TRUE
8/13/2025,Laeticia Amihere,Valkyries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,TRUE
8/13/2025,Kaitlyn Chen,Valkyries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,TRUE
8/13/2025,Kiki Iriafen,Mystics,33,5,11,0,0,4,4,2,8,10,4,1,0,1,3,10,14,TRUE,FALSE,FALSE,home,FALSE
8/13/2025,Stefanie Dolson,Mystics,17,2,5,1,2,0,0,1,0,1,2,0,0,0,0,-17,5,TRUE,FALSE,FALSE,home,FALSE
8/13/2025,Sug Sutton,Mystics,29,7,11,1,5,0,0,0,1,1,7,0,0,1,1,13,15,TRUE,FALSE,FALSE,home,FALSE
8/13/2025,Sonia Citron,Mystics,34,4,13,1,3,6,6,0,3,3,3,1,0,1,4,12,15,TRUE,FALSE,FALSE,home,FALSE
8/13/2025,Jade Melbourne,Mystics,23,3,5,0,2,4,6,0,0,0,1,0,0,1,3,-4,10,TRUE,FALSE,FALSE,home,FALSE
8/13/2025,Alysha Clark,Mystics,19,0,4,0,3,2,2,2,2,4,1,1,0,0,3,-23,2,FALSE,FALSE,FALSE,home,FALSE
8/13/2025,Emily Engstler,Mystics,24,5,5,3,3,0,0,1,4,5,2,1,1,3,0,-3,13,FALSE,FALSE,FALSE,home,FALSE
8/13/2025,Jacy Sheldon,Mystics,9,2,4,1,3,0,0,0,1,1,1,0,0,1,3,-6,5,FALSE,FALSE,FALSE,home,FALSE
8/13/2025,Lucy Olsen,Mystics,13,2,6,0,3,0,0,1,0,1,0,0,0,0,1,-7,4,FALSE,FALSE,FALSE,home,FALSE
8/13/2025,Elizabeth Williams,Sky,28,5,12,0,0,2,3,6,9,15,3,0,2,2,1,-10,12,TRUE,FALSE,FALSE,away,FALSE
8/13/2025,Kamilla Cardoso,Sky,34,10,19,0,0,4,5,2,7,9,3,0,1,1,2,-3,24,TRUE,FALSE,FALSE,away,FALSE
8/13/2025,Rachel Banham,Sky,29,3,9,3,8,1,2,1,4,5,2,0,0,2,1,-11,10,TRUE,FALSE,FALSE,away,FALSE
8/13/2025,Ariel Atkins,Sky,9,2,3,1,1,0,0,0,1,1,2,0,0,1,1,3,5,TRUE,FALSE,FALSE,away,FALSE
8/13/2025,Sevgi Uzun,Sky,28,0,1,0,1,0,0,0,0,0,2,0,0,5,2,-7,0,TRUE,FALSE,FALSE,away,FALSE
8/13/2025,Michaela Onyenwere,Sky,21,3,5,0,1,0,0,1,1,2,1,0,0,2,3,-2,6,FALSE,FALSE,FALSE,away,FALSE
8/13/2025,Maddy Westbeld,Sky,11,0,3,0,2,0,0,0,1,1,2,0,0,0,0,2,0,FALSE,FALSE,FALSE,away,FALSE
8/13/2025,Rebecca Allen,Sky,6,0,1,0,0,0,0,0,2,2,0,0,1,0,1,-6,0,FALSE,FALSE,FALSE,away,FALSE
8/13/2025,Kia Nurse,Sky,23,1,8,1,6,2,2,0,1,1,1,0,0,5,4,-9,5,FALSE,FALSE,FALSE,away,FALSE
8/13/2025,Hailey Van Lith,Sky,11,0,1,0,1,0,0,0,1,1,1,0,0,1,1,-2,0,FALSE,FALSE,FALSE,away,FALSE
8/13/2025,Angel Reese,Sky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
8/13/2025,Courtney Vandersloot,Sky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
8/13/2025,Aneesah Morrow,Sun,28,3,7,1,2,2,2,2,7,9,0,1,3,0,3,11,9,TRUE,FALSE,FALSE,home,TRUE
8/13/2025,Tina Charles,Sun,21,7,14,1,2,0,0,0,3,3,0,1,1,0,3,5,15,TRUE,FALSE,FALSE,home,TRUE
8/13/2025,Bria Hartley,Sun,10,0,3,0,1,0,2,0,2,2,2,0,0,1,0,4,0,TRUE,FALSE,FALSE,home,TRUE
8/13/2025,Marina Mabrey,Sun,36,4,16,0,4,2,2,0,5,5,4,0,0,1,2,14,10,TRUE,FALSE,FALSE,home,TRUE
8/13/2025,Leila Lacan,Sun,31,6,13,1,3,4,6,3,1,4,5,2,0,1,2,2,17,TRUE,FALSE,FALSE,home,TRUE
8/13/2025,Aaliyah Edwards,Sun,12,1,3,0,1,0,0,0,1,1,0,1,0,1,2,-2,2,FALSE,FALSE,FALSE,home,TRUE
8/13/2025,Olivia Nelson-Ododa,Sun,19,4,4,0,0,0,2,2,1,3,2,3,2,1,2,4,8,FALSE,FALSE,FALSE,home,TRUE
8/13/2025,Lindsay Allen,Sun,10,1,1,0,0,0,0,1,0,1,1,0,0,0,2,3,2,FALSE,FALSE,FALSE,home,TRUE
8/13/2025,Saniya Rivers,Sun,32,3,8,1,2,1,1,1,2,3,6,3,2,0,2,5,8,FALSE,FALSE,FALSE,home,TRUE
8/13/2025,Mamignan Toure,Sun,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,FALSE,FALSE,FALSE,home,TRUE
8/13/2025,Haley Peters,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
8/13/2025,Rayah Marshall,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
8/12/2025,Leonie Fiebich,Liberty,27,7,10,2,4,4,4,0,2,2,4,1,1,0,2,6,20,TRUE,FALSE,FALSE,away,TRUE
8/12/2025,Jonquel Jones,Liberty,31,8,11,4,5,1,4,3,8,11,3,0,2,2,4,7,21,TRUE,FALSE,FALSE,away,TRUE
8/12/2025,Emma Meesseman,Liberty,32,9,15,0,1,6,7,3,6,9,4,0,1,2,0,1,24,TRUE,FALSE,FALSE,away,TRUE
8/12/2025,Natasha Cloud,Liberty,32,5,10,1,2,0,0,0,2,2,2,2,0,1,3,-4,11,TRUE,FALSE,FALSE,away,TRUE
8/12/2025,Sabrina Ionescu,Liberty,32,4,8,2,4,4,4,0,3,3,6,0,0,3,1,4,14,TRUE,FALSE,FALSE,away,TRUE
8/12/2025,Stephanie Talbot,Liberty,17,1,4,1,3,0,0,0,1,1,4,0,0,0,0,10,3,FALSE,FALSE,FALSE,away,TRUE
8/12/2025,Rebekah Gardner,Liberty,6,1,2,1,1,0,0,1,1,2,0,0,0,1,0,6,3,FALSE,FALSE,FALSE,away,TRUE
8/12/2025,Marine Johannes,Liberty,23,3,8,3,8,0,0,1,3,4,4,1,1,2,2,10,9,FALSE,FALSE,FALSE,away,TRUE
8/12/2025,Isabelle Harrison,Liberty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,TRUE
8/12/2025,Breanna Stewart,Liberty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,TRUE
8/12/2025,Kennedy Burke,Liberty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,TRUE
8/12/2025,Nyara Sabally,Liberty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,TRUE
8/12/2025,Dearica Hamby,Sparks,32,8,15,0,2,5,6,2,6,8,3,4,1,2,2,-5,21,TRUE,FALSE,FALSE,home,FALSE
8/12/2025,Azura Stevens,Sparks,35,7,11,1,3,2,2,2,2,4,4,3,0,0,1,-4,17,TRUE,FALSE,FALSE,home,FALSE
8/12/2025,Rickea Jackson,Sparks,31,7,20,2,10,0,1,4,3,7,3,0,0,2,4,-3,16,TRUE,FALSE,FALSE,home,FALSE
8/12/2025,Kelsey Plum,Sparks,34,8,13,2,5,8,8,1,4,5,5,0,0,1,2,-1,26,TRUE,FALSE,FALSE,home,FALSE
8/12/2025,Julie Allemand,Sparks,28,0,3,0,3,0,0,0,5,5,6,0,0,1,2,-5,0,TRUE,FALSE,FALSE,home,FALSE
8/12/2025,Cameron Brink,Sparks,5,1,2,0,1,0,0,1,2,3,0,0,0,0,0,-4,2,FALSE,FALSE,FALSE,home,FALSE
8/12/2025,Julie Vanloo,Sparks,14,2,4,2,4,0,0,0,0,0,1,0,0,0,2,-7,6,FALSE,FALSE,FALSE,home,FALSE
8/12/2025,Rae Burrell,Sparks,17,3,7,2,2,1,2,1,1,2,1,1,0,0,3,-8,9,FALSE,FALSE,FALSE,home,FALSE
8/12/2025,Sarah Ashlee Barker,Sparks,3,0,2,0,1,0,0,0,0,0,0,0,0,1,0,-3,0,FALSE,FALSE,FALSE,home,FALSE
8/12/2025,Emma Cannon,Sparks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,FALSE
8/12/2025,Sania Feagin,Sparks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,FALSE
8/12/2025,Alissa Pili,Sparks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,FALSE
8/12/2025,Maddy Siegrist,Wings,36,9,13,3,5,1,1,3,2,5,1,1,0,1,0,0,22,TRUE,FALSE,FALSE,away,TRUE
8/12/2025,Luisa Geiselsoder,Wings,13,0,2,0,1,0,0,0,2,2,2,0,1,0,4,-6,0,TRUE,FALSE,FALSE,away,TRUE
8/12/2025,Grace Berger,Wings,17,1,2,0,0,0,0,0,1,1,0,0,0,2,2,-2,2,TRUE,FALSE,FALSE,away,TRUE
8/12/2025,Paige Bueckers,Wings,35,6,19,0,4,4,4,0,5,5,8,2,0,4,1,-1,16,TRUE,FALSE,FALSE,away,TRUE
8/12/2025,Haley Jones,Wings,17,2,7,0,2,1,2,2,2,4,1,0,0,1,2,-6,5,TRUE,FALSE,FALSE,away,TRUE
8/12/2025,Myisha Hines-Allen,Wings,23,2,7,1,3,3,4,1,5,6,9,1,0,0,3,7,8,FALSE,FALSE,FALSE,away,TRUE
8/12/2025,Diamond Miller,Wings,8,1,2,1,2,0,0,0,1,1,4,0,0,2,2,-4,3,FALSE,FALSE,FALSE,away,TRUE
8/12/2025,Li Yueru,Wings,27,7,14,2,6,4,4,1,3,4,0,2,0,1,2,7,20,FALSE,FALSE,FALSE,away,TRUE
8/12/2025,Aziaha James,Wings,5,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2,0,FALSE,FALSE,FALSE,away,TRUE
8/12/2025,JJ Quinerly,Wings,20,2,4,1,2,0,0,0,2,2,0,2,0,2,3,8,5,FALSE,FALSE,FALSE,away,TRUE
8/12/2025,Arike Ogunbowale,Wings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,TRUE
8/12/2025,Tyasha Harris,Wings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,TRUE
8/12/2025,Natasha Howard,Fever,28,5,9,0,1,2,4,1,11,12,1,2,3,1,2,8,12,TRUE,FALSE,FALSE,home,FALSE
8/12/2025,Aliyah Boston,Fever,31,5,10,0,0,4,4,2,3,5,1,0,2,1,3,-2,14,TRUE,FALSE,FALSE,home,FALSE
8/12/2025,Kelsey Mitchell,Fever,36,7,15,4,7,6,7,2,4,6,2,1,0,3,1,6,24,TRUE,FALSE,FALSE,home,FALSE
8/12/2025,Sophie Cunningham,Fever,35,5,10,2,4,2,2,0,2,2,3,0,0,1,4,6,14,TRUE,FALSE,FALSE,home,FALSE
8/12/2025,Lexie Hull,Fever,25,0,3,0,1,0,0,1,6,7,3,1,0,3,4,14,0,TRUE,FALSE,FALSE,home,FALSE
8/12/2025,Damiris Dantas,Fever,12,1,6,0,5,1,2,1,2,3,3,0,0,2,0,-6,3,FALSE,FALSE,FALSE,home,FALSE
8/12/2025,Brianna Turner,Fever,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,FALSE,FALSE,FALSE,home,FALSE
8/12/2025,Chloe Bibby,Fever,12,4,5,3,3,0,0,1,1,2,0,1,0,3,1,-15,11,FALSE,FALSE,FALSE,home,FALSE
8/12/2025,Makayla Timpson,Fever,5,0,0,0,0,0,0,0,2,2,0,1,0,2,0,-2,0,FALSE,FALSE,FALSE,home,FALSE
8/12/2025,Odyssey Sims,Fever,13,0,4,0,1,0,0,0,0,0,2,0,0,1,2,-14,0,FALSE,FALSE,FALSE,home,FALSE
8/12/2025,Sydney Colson,Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,FALSE
8/12/2025,Aari McDonald,Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,FALSE
8/12/2025,Caitlin Clark,Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,FALSE
8/11/2025,Aneesah Morrow,Sun,24,5,13,1,3,2,2,3,11,14,0,1,0,1,1,-18,13,TRUE,FALSE,FALSE,away,FALSE
8/11/2025,Olivia Nelson-Ododa,Sun,30,5,5,1,1,1,2,2,2,4,2,1,2,1,1,-21,12,TRUE,FALSE,FALSE,away,FALSE
8/11/2025,Bria Hartley,Sun,20,1,9,1,5,0,0,1,0,1,4,1,0,2,3,-18,3,TRUE,FALSE,FALSE,away,FALSE
8/11/2025,Marina Mabrey,Sun,25,1,7,0,6,1,1,0,3,3,4,0,0,3,2,-17,3,TRUE,FALSE,FALSE,away,FALSE
8/11/2025,Leila Lacan,Sun,33,2,10,0,5,2,3,0,0,0,3,0,0,1,3,-15,6,TRUE,FALSE,FALSE,away,FALSE
8/11/2025,Haley Peters,Sun,7,0,1,0,1,0,0,1,2,3,0,1,0,0,3,4,0,FALSE,FALSE,FALSE,away,FALSE
8/11/2025,Aaliyah Edwards,Sun,18,2,6,0,0,4,6,3,2,5,0,0,2,3,3,1,8,FALSE,FALSE,FALSE,away,FALSE
8/11/2025,Saniya Rivers,Sun,29,4,7,1,2,0,0,0,5,5,1,2,1,1,0,-7,9,FALSE,FALSE,FALSE,away,FALSE
8/11/2025,Mamignan Toure,Sun,13,1,3,1,2,0,0,0,0,0,2,0,0,1,2,6,3,FALSE,FALSE,FALSE,away,FALSE
8/11/2025,Rayah Marshall,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
8/11/2025,Lindsay Allen,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
8/11/2025,Cecilia Zandalasini,Valkyries,32,6,14,3,8,2,3,0,4,4,2,0,0,2,2,21,17,TRUE,FALSE,FALSE,home,TRUE
8/11/2025,Janelle Salaun,Valkyries,27,6,10,4,7,0,0,1,0,1,2,0,0,1,3,13,16,TRUE,FALSE,FALSE,home,TRUE
8/11/2025,Temi Fagbenle,Valkyries,21,3,6,0,1,0,0,3,6,9,1,1,1,1,2,15,6,TRUE,FALSE,FALSE,home,TRUE
8/11/2025,Tiffany Hayes,Valkyries,32,6,13,3,6,2,4,1,4,5,4,0,0,2,3,26,17,TRUE,FALSE,FALSE,home,TRUE
8/11/2025,Veronica Burton,Valkyries,30,0,3,0,1,3,4,2,4,6,10,0,1,1,0,16,3,TRUE,FALSE,FALSE,home,TRUE
8/11/2025,Laeticia Amihere,Valkyries,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,-3,0,FALSE,FALSE,FALSE,home,TRUE
8/11/2025,Iliana Rupert,Valkyries,18,4,7,2,4,0,0,0,1,1,1,1,0,0,2,2,10,FALSE,FALSE,FALSE,home,TRUE
8/11/2025,Kaila Charles,Valkyries,7,0,0,0,0,2,2,0,0,0,0,0,0,0,2,-5,2,FALSE,FALSE,FALSE,home,TRUE
8/11/2025,Kate Martin,Valkyries,16,1,5,1,5,0,0,0,4,4,1,1,0,0,3,0,3,FALSE,FALSE,FALSE,home,TRUE
8/11/2025,Kaitlyn Chen,Valkyries,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,FALSE,FALSE,FALSE,home,TRUE
8/11/2025,Carla Leite,Valkyries,15,0,3,0,1,0,0,0,0,0,1,1,0,0,1,3,0,FALSE,FALSE,FALSE,home,TRUE
8/10/2025,Aneesah Morrow,Sun,12,3,7,1,3,0,0,0,3,3,0,1,1,1,2,-6,7,TRUE,FALSE,FALSE,away,FALSE
8/10/2025,Tina Charles,Sun,29,4,8,0,1,0,0,0,5,5,3,3,1,1,4,-15,8,TRUE,FALSE,FALSE,away,FALSE
8/10/2025,Bria Hartley,Sun,29,3,6,3,3,0,0,0,3,3,4,0,0,1,3,-16,9,TRUE,FALSE,FALSE,away,FALSE
8/10/2025,Marina Mabrey,Sun,33,8,16,5,13,1,1,0,4,4,3,0,0,4,1,-7,22,TRUE,FALSE,FALSE,away,FALSE
8/10/2025,Leila Lacan,Sun,25,6,12,1,6,0,0,0,0,0,5,2,0,1,3,0,13,TRUE,FALSE,FALSE,away,FALSE
8/10/2025,Haley Peters,Sun,5,0,1,0,1,0,0,0,0,0,0,0,0,0,2,-7,0,FALSE,FALSE,FALSE,away,FALSE
8/10/2025,Aaliyah Edwards,Sun,17,2,5,0,0,0,0,1,3,4,2,1,0,2,1,6,4,FALSE,FALSE,FALSE,away,FALSE
8/10/2025,Olivia Nelson-Ododa,Sun,15,3,5,0,0,0,0,2,1,3,0,0,0,0,3,5,6,FALSE,FALSE,FALSE,away,FALSE
8/10/2025,Lindsay Allen,Sun,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,away,FALSE
8/10/2025,Saniya Rivers,Sun,28,7,10,2,4,1,1,0,1,1,4,3,1,2,1,7,17,FALSE,FALSE,FALSE,away,FALSE
8/10/2025,Mamignan Toure,Sun,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,FALSE,FALSE,FALSE,away,FALSE
8/10/2025,Rayah Marshall,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
8/10/2025,NaLyssa Smith,Aces,22,2,5,0,1,2,5,1,5,6,0,1,0,2,2,8,6,TRUE,FALSE,FALSE,home,TRUE
8/10/2025,Kierstan Bell,Aces,11,1,3,1,3,0,0,0,1,1,1,0,0,1,0,12,3,TRUE,FALSE,FALSE,home,TRUE
8/10/2025,A'ja Wilson,Aces,37,13,25,0,1,6,6,7,13,20,5,2,0,6,2,17,32,TRUE,FALSE,FALSE,home,TRUE
8/10/2025,Chelsea Gray,Aces,31,2,5,1,3,2,4,0,2,2,6,1,0,2,3,10,7,TRUE,FALSE,FALSE,home,TRUE
8/10/2025,Jackie Young,Aces,32,9,14,2,6,1,1,1,3,4,6,1,0,1,0,12,21,TRUE,FALSE,FALSE,home,TRUE
8/10/2025,Cheyenne Parker-Tyus,Aces,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,home,TRUE
8/10/2025,Megan Gustafson,Aces,11,1,2,1,2,0,0,0,0,0,0,0,1,0,2,-2,3,FALSE,FALSE,FALSE,home,TRUE
8/10/2025,Jewell Loyd,Aces,29,3,10,1,5,5,5,0,2,2,2,3,0,1,1,-4,12,FALSE,FALSE,FALSE,home,TRUE
8/10/2025,Dana Evans,Aces,21,4,5,2,2,0,0,1,1,2,3,0,0,1,2,-10,10,FALSE,FALSE,FALSE,home,TRUE
8/10/2025,Aaliyah Nye,Aces,7,0,2,0,2,0,0,1,2,3,1,0,0,1,0,-3,0,FALSE,FALSE,FALSE,home,TRUE
8/10/2025,Kiah Stokes,Aces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
8/10/2025,Nneka Ogwumike,Storm,34,5,12,1,4,4,4,3,7,10,4,1,0,1,1,-2,15,TRUE,FALSE,FALSE,away,FALSE
8/10/2025,Gabby Williams,Storm,25,2,5,1,3,0,0,0,2,2,3,2,0,0,0,-5,5,TRUE,FALSE,FALSE,away,FALSE
8/10/2025,Ezi Magbegor,Storm,15,1,5,0,1,0,0,3,2,5,3,0,0,1,2,1,2,TRUE,FALSE,FALSE,away,FALSE
8/10/2025,Skylar Diggins,Storm,32,7,18,3,6,0,0,2,0,2,6,2,0,1,2,6,17,TRUE,FALSE,FALSE,away,FALSE
8/10/2025,Brittney Sykes,Storm,35,11,21,3,7,2,2,0,1,1,3,4,1,5,3,5,27,TRUE,FALSE,FALSE,away,FALSE
8/10/2025,Dominique Malonga,Storm,30,9,12,1,1,1,2,3,8,11,1,1,0,3,5,-8,20,FALSE,FALSE,FALSE,away,FALSE
8/10/2025,Erica Wheeler,Storm,24,2,4,0,1,1,1,0,0,0,2,3,0,2,3,-5,5,FALSE,FALSE,FALSE,away,FALSE
8/10/2025,Tiffany Mitchell,Storm,6,0,1,0,1,0,0,1,0,1,1,0,0,1,1,-7,0,FALSE,FALSE,FALSE,away,FALSE
8/10/2025,Katie Lou Samuelson,Storm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
