athlete_display_name,team_name,game_date,minutes,points,rebounds,assists,steals,blocks,turnovers,field_goals_made,field_goals_attempted,three_point_field_goals_made,three_point_field_goals_attempted,free_throws_made,free_throws_attempted,team_winner,home_away,fg_pct,three_pt_pct,ft_pct
Courtney Williams,Lynx,2025-09-26,37.0,14.0,5,3,2,0,1,6,16,2,5,0.0,0,False,away,0.375,0.4,0.8686666666666667
Jessica Shepard,Lynx,2025-09-26,8.0,0.0,1,2,1,0,1,0,1,0,0,0.0,0,False,away,0.0,0.0,0.5963464696223316
Maria Kliundikova,Lynx,2025-09-26,18.0,8.0,6,1,0,3,0,4,6,0,0,0.0,0,False,away,0.6666666666666666,0.26666666666666666,0.5909090909090909
Natisha Hiedeman,Lynx,2025-09-26,23.0,19.0,2,3,2,0,2,7,12,0,4,5.0,6,False,away,0.5833333333333334,0.0,0.8333333333333334
Camryn Taylor,Lynx,2025-09-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.08333333333333333,0.25,0.0
Anastasiia Olairi Kosu,Lynx,2025-09-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.5088888888888888,0.0,0.5555555555555555
DiJonai Carrington,Lynx,2025-09-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.3867909026999936,0.3255952380952381,0.8
Jaylyn Sherrod,Lynx,2025-09-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.28541666666666665,0.23809523809523808,0.7666666666666666
Alyssa Thomas,Mercury,2025-09-26,36.0,21.0,9,8,5,2,4,9,18,0,0,3.0,4,True,home,0.5,0.0,0.75
Natasha Mack,Mercury,2025-09-26,12.0,0.0,5,0,0,2,1,0,1,0,0,0.0,0,True,home,0.0,0.0,0.48148148148148157
Satou Sabally,Mercury,2025-09-26,30.0,23.0,4,0,0,0,3,5,11,2,4,11.0,11,True,home,0.45454545454545453,0.5,1.0
Kahleah Copper,Mercury,2025-09-26,36.0,21.0,3,2,0,0,3,9,13,1,3,2.0,3,True,home,0.6923076923076923,0.3333333333333333,0.6666666666666666
Monique Akoa Makani,Mercury,2025-09-26,23.0,8.0,5,2,0,0,1,3,7,2,4,0.0,0,True,home,0.42857142857142855,0.5,0.931159420289855
DeWanna Bonner,Mercury,2025-09-26,22.0,4.0,8,2,1,1,0,1,7,0,4,2.0,2,True,home,0.14285714285714285,0.0,1.0
Kathryn Westbeld,Mercury,2025-09-26,15.0,3.0,2,1,1,0,0,1,1,1,1,0.0,0,True,home,1.0,1.0,0.7645833333333334
Sami Whitcomb,Mercury,2025-09-26,24.0,4.0,1,4,2,0,3,2,7,0,2,0.0,2,True,home,0.2857142857142857,0.0,0.0
Kalani Brown,Mercury,2025-09-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.5784438775510203,0.42857142857142855,0.7627450980392156
Kitija Laksa,Mercury,2025-09-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.2826033443680502,0.2387085137085137,0.7515151515151515
Kiana Williams,Mercury,2025-09-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.40410052910052907,0.25272108843537416,0.5
Lexi Held,Mercury,2025-09-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.4086607836607836,0.33870370370370373,0.8214285714285714
NaLyssa Smith,Aces,2025-09-26,33.0,16.0,4,0,1,4,1,8,13,0,0,0.0,1,True,away,0.6153846153846154,0.24,0.0
Kierstan Bell,Aces,2025-09-26,7.0,0.0,0,1,0,1,0,0,0,0,0,0.0,0,True,away,0.3606741112422931,0.27337662337662344,0.75
A'ja Wilson,Aces,2025-09-26,38.0,13.0,8,4,1,3,3,6,20,1,2,0.0,1,True,away,0.3,0.5,0.0
Chelsea Gray,Aces,2025-09-26,36.0,15.0,3,6,2,1,2,5,7,1,1,4.0,5,True,away,0.7142857142857143,1.0,0.8
Jackie Young,Aces,2025-09-26,34.0,25.0,5,4,1,0,4,9,14,1,3,6.0,6,True,away,0.6428571428571429,0.3333333333333333,1.0
Megan Gustafson,Aces,2025-09-26,6.0,5.0,3,0,1,0,0,2,3,1,1,0.0,0,True,away,0.6666666666666666,1.0,0.5166666666666667
Jewell Loyd,Aces,2025-09-26,23.0,0.0,2,0,1,1,1,0,3,0,3,0.0,0,True,away,0.0,0.0,0.8172222222222222
Dana Evans,Aces,2025-09-26,23.0,10.0,1,5,1,0,3,3,5,0,0,4.0,4,True,away,0.6,0.36025641025641025,1.0
Cheyenne Parker-Tyus,Aces,2025-09-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.3714285714285714,0.4,0.8125
Kiah Stokes,Aces,2025-09-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.3108843537414966,0.14705882352941177,0.625
Aaliyah Nye,Aces,2025-09-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.298234126984127,0.24211711711711714,0.84375
Natasha Howard,Fever,2025-09-26,15.0,5.0,5,0,0,0,0,2,4,0,0,1.0,2,False,home,0.5,0.15,0.5
Aliyah Boston,Fever,2025-09-26,38.0,12.0,8,4,1,1,3,5,16,0,2,2.0,2,False,home,0.3125,0.0,1.0
Odyssey Sims,Fever,2025-09-26,19.0,2.0,4,2,0,0,3,0,7,0,1,2.0,2,False,home,0.0,0.0,1.0
Kelsey Mitchell,Fever,2025-09-26,37.0,21.0,2,1,2,0,2,8,26,3,11,2.0,5,False,home,0.3076923076923077,0.2727272727272727,0.4
Lexie Hull,Fever,2025-09-26,32.0,16.0,10,4,1,2,1,6,10,3,6,1.0,2,False,home,0.6,0.5,0.5
Brianna Turner,Fever,2025-09-26,11.0,2.0,3,0,1,0,1,1,1,0,0,0.0,0,False,home,1.0,0.0,0.5833333333333334
Makayla Timpson,Fever,2025-09-26,17.0,5.0,4,0,1,2,2,2,3,0,0,1.0,3,False,home,0.6666666666666666,0.0,0.3333333333333333
Shey Peddy,Fever,2025-09-26,21.0,8.0,2,2,0,0,2,2,4,1,3,3.0,3,False,home,0.5,0.3333333333333333,1.0
Aerial Powers,Fever,2025-09-26,11.0,1.0,1,1,0,0,0,0,2,0,0,1.0,2,False,home,0.0,0.21999999999999997,0.5
Damiris Dantas,Fever,2025-09-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.3195216049382716,0.2519047619047619,0.8888888888888888
Chloe Bibby,Fever,2025-09-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.29819624819624824,0.37912087912087905,0.9333333333333332
Sydney Colson,Fever,2025-09-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.310989010989011,0.23478260869565218,0.8888888888888888
Sophie Cunningham,Fever,2025-09-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.4353558627752176,0.3923963133640553,0.8771929824561402
Aari McDonald,Fever,2025-09-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.44086759801045516,0.2835714285714286,0.7999999999999999
Caitlin Clark,Fever,2025-09-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.3615432079232984,0.25957375957375955,0.8181818181818182
Bree Hall,Fever,2025-09-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.4,0.0,0.41666666666666663
Natasha Howard,Fever,2025-09-23,23.0,6.0,7,1,1,0,3,3,6,0,0,0.0,0,False,away,0.5,0.15,0.7659745293466224
Aliyah Boston,Fever,2025-09-23,29.0,10.0,13,3,0,0,3,5,9,0,0,0.0,0,False,away,0.5555555555555556,0.20161290322580644,0.7422842661214755
Odyssey Sims,Fever,2025-09-23,32.0,18.0,0,7,1,0,6,7,12,1,2,3.0,5,False,away,0.5833333333333334,0.5,0.6
Kelsey Mitchell,Fever,2025-09-23,31.0,13.0,1,5,2,0,3,4,14,1,6,4.0,4,False,away,0.2857142857142857,0.16666666666666666,1.0
Lexie Hull,Fever,2025-09-23,29.0,15.0,3,2,0,0,0,5,16,5,11,0.0,0,False,away,0.3125,0.45454545454545453,0.7499999999999999
Brianna Turner,Fever,2025-09-23,25.0,1.0,3,0,1,0,2,0,0,0,0,1.0,2,False,away,0.5492424242424242,0.0,0.5
Makayla Timpson,Fever,2025-09-23,3.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.5819444444444445,0.0,0.6666666666666666
Shey Peddy,Fever,2025-09-23,17.0,4.0,2,0,0,1,1,1,2,0,1,2.0,2,False,away,0.5,0.0,1.0
Aerial Powers,Fever,2025-09-23,7.0,1.0,0,0,0,0,0,0,2,0,0,1.0,2,False,away,0.0,0.21999999999999997,0.5
Bree Hall,Fever,2025-09-23,4.0,0.0,1,0,0,0,0,0,0,0,0,0.0,0,False,away,0.4,0.0,0.41666666666666663
Damiris Dantas,Fever,2025-09-23,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.3195216049382716,0.2519047619047619,0.8888888888888888
Sophie Cunningham,Fever,2025-09-23,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.4353558627752176,0.3923963133640553,0.8771929824561402
NaLyssa Smith,Aces,2025-09-23,30.0,18.0,7,1,1,0,2,7,9,0,0,4.0,9,True,home,0.7777777777777778,0.24,0.4444444444444444
Kierstan Bell,Aces,2025-09-23,10.0,4.0,1,1,2,0,0,2,3,0,1,0.0,0,True,home,0.6666666666666666,0.0,0.75
A'ja Wilson,Aces,2025-09-23,33.0,25.0,9,1,5,2,3,10,18,1,1,4.0,4,True,home,0.5555555555555556,1.0,1.0
Chelsea Gray,Aces,2025-09-23,31.0,6.0,1,10,3,0,3,2,6,0,0,2.0,3,True,home,0.3333333333333333,0.36207043984821763,0.6666666666666666
Jackie Young,Aces,2025-09-23,32.0,13.0,5,5,0,0,3,5,11,2,5,1.0,1,True,home,0.45454545454545453,0.4,1.0
Cheyenne Parker-Tyus,Aces,2025-09-23,4.0,2.0,1,0,0,0,0,1,3,0,0,0.0,0,True,home,0.3333333333333333,0.4,0.8125
Kiah Stokes,Aces,2025-09-23,4.0,0.0,1,0,0,0,0,0,0,0,0,0.0,0,True,home,0.3108843537414966,0.14705882352941177,0.625
Megan Gustafson,Aces,2025-09-23,7.0,2.0,0,0,0,0,0,1,3,0,2,0.0,0,True,home,0.3333333333333333,0.0,0.5166666666666667
Jewell Loyd,Aces,2025-09-23,26.0,10.0,4,1,0,0,3,2,3,2,3,4.0,4,True,home,0.6666666666666666,0.6666666666666666,1.0
Dana Evans,Aces,2025-09-23,19.0,10.0,1,3,1,0,0,5,9,0,0,0.0,0,True,home,0.5555555555555556,0.36025641025641025,0.8
Aaliyah Nye,Aces,2025-09-23,4.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.298234126984127,0.24211711711711714,0.84375
Alyssa Thomas,Mercury,2025-09-23,43.0,19.0,8,13,1,0,4,6,15,0,0,7.0,10,True,away,0.4,0.0,0.7
Natasha Mack,Mercury,2025-09-23,19.0,4.0,5,2,1,1,0,2,3,0,0,0.0,0,True,away,0.6666666666666666,0.0,0.48148148148148157
Satou Sabally,Mercury,2025-09-23,38.0,24.0,9,1,0,0,2,9,22,5,11,1.0,1,True,away,0.4090909090909091,0.45454545454545453,1.0
Kahleah Copper,Mercury,2025-09-23,33.0,8.0,1,3,1,0,1,3,8,2,5,0.0,0,True,away,0.375,0.4,0.8971136887803555
Monique Akoa Makani,Mercury,2025-09-23,19.0,9.0,3,3,0,0,3,3,5,1,2,2.0,2,True,away,0.6,0.5,1.0
DeWanna Bonner,Mercury,2025-09-23,26.0,4.0,3,1,1,0,2,2,9,0,2,0.0,0,True,away,0.2222222222222222,0.0,0.8221074902109385
Kathryn Westbeld,Mercury,2025-09-23,15.0,8.0,4,0,4,0,0,3,4,2,3,0.0,0,True,away,0.75,0.6666666666666666,0.7645833333333334
Sami Whitcomb,Mercury,2025-09-23,33.0,13.0,4,6,2,0,2,5,13,3,9,0.0,0,True,away,0.38461538461538464,0.3333333333333333,0.8087121212121211
Kalani Brown,Mercury,2025-09-23,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.5784438775510203,0.42857142857142855,0.7627450980392156
Kitija Laksa,Mercury,2025-09-23,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.2826033443680502,0.2387085137085137,0.7515151515151515
Kiana Williams,Mercury,2025-09-23,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.40410052910052907,0.25272108843537416,0.5
Lexi Held,Mercury,2025-09-23,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.4086607836607836,0.33870370370370373,0.8214285714285714
Bridget Carleton,Lynx,2025-09-23,41.0,2.0,5,1,2,1,1,0,7,0,5,2.0,2,False,home,0.0,0.0,1.0
Alanna Smith,Lynx,2025-09-23,30.0,13.0,9,5,0,3,2,6,9,1,3,0.0,0,False,home,0.6666666666666666,0.3333333333333333,0.44868637110016424
Napheesa Collier,Lynx,2025-09-23,38.0,24.0,6,1,3,2,1,10,22,2,8,2.0,2,False,home,0.45454545454545453,0.25,1.0
Kayla McBride,Lynx,2025-09-23,43.0,21.0,1,3,1,0,3,8,15,4,8,1.0,1,False,home,0.5333333333333333,0.5,1.0
Courtney Williams,Lynx,2025-09-23,36.0,20.0,7,9,3,0,7,9,19,0,3,2.0,2,False,home,0.47368421052631576,0.0,1.0
Jessica Shepard,Lynx,2025-09-23,15.0,3.0,7,2,0,0,2,1,1,0,0,1.0,2,False,home,1.0,0.0,0.5
Maria Kliundikova,Lynx,2025-09-23,7.0,0.0,1,0,0,1,0,0,2,0,1,0.0,0,False,home,0.0,0.0,0.5909090909090909
Camryn Taylor,Lynx,2025-09-23,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.08333333333333333,0.25,0.0
Anastasiia Olairi Kosu,Lynx,2025-09-23,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.5088888888888888,0.0,0.5555555555555555
Natisha Hiedeman,Lynx,2025-09-23,15.0,0.0,1,1,0,0,1,0,0,0,0,0.0,0,False,home,0.44456088129557514,0.31498015873015867,0.7635714285714285
Jaylyn Sherrod,Lynx,2025-09-23,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.28541666666666665,0.23809523809523808,0.7666666666666666
DiJonai Carrington,Lynx,2025-09-23,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.3867909026999936,0.3255952380952381,0.8
Alyssa Thomas,Mercury,2025-09-21,37.0,18.0,8,7,3,0,2,9,17,0,0,0.0,0,False,away,0.5294117647058824,0.0,0.6755693581780539
Natasha Mack,Mercury,2025-09-21,12.0,6.0,3,0,0,0,0,3,4,0,0,0.0,0,False,away,0.75,0.0,0.48148148148148157
Satou Sabally,Mercury,2025-09-21,32.0,10.0,6,3,2,0,0,3,11,0,5,4.0,4,False,away,0.2727272727272727,0.0,1.0
Kahleah Copper,Mercury,2025-09-21,37.0,22.0,2,1,0,0,2,10,23,2,8,0.0,0,False,away,0.43478260869565216,0.25,0.8971136887803555
Monique Akoa Makani,Mercury,2025-09-21,22.0,2.0,1,3,0,0,0,1,6,0,3,0.0,0,False,away,0.16666666666666666,0.0,0.931159420289855
DeWanna Bonner,Mercury,2025-09-21,25.0,0.0,9,2,0,0,1,0,4,0,3,0.0,0,False,away,0.0,0.0,0.8221074902109385
Kathryn Westbeld,Mercury,2025-09-21,10.0,0.0,3,1,1,0,1,0,1,0,1,0.0,0,False,away,0.0,0.0,0.7645833333333334
Sami Whitcomb,Mercury,2025-09-21,24.0,11.0,3,2,0,0,4,5,9,1,3,0.0,0,False,away,0.5555555555555556,0.3333333333333333,0.8087121212121211
Kalani Brown,Mercury,2025-09-21,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.5784438775510203,0.42857142857142855,0.7627450980392156
Kitija Laksa,Mercury,2025-09-21,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.2826033443680502,0.2387085137085137,0.7515151515151515
Kiana Williams,Mercury,2025-09-21,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.40410052910052907,0.25272108843537416,0.5
Lexi Held,Mercury,2025-09-21,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.4086607836607836,0.33870370370370373,0.8214285714285714
Bridget Carleton,Lynx,2025-09-21,30.0,5.0,8,3,0,0,1,2,5,1,3,0.0,0,True,home,0.4,0.3333333333333333,0.7678571428571429
Alanna Smith,Lynx,2025-09-21,26.0,4.0,6,3,0,1,3,2,6,0,4,0.0,0,True,home,0.3333333333333333,0.0,0.44868637110016424
Napheesa Collier,Lynx,2025-09-21,34.0,18.0,9,2,0,0,3,8,16,2,6,0.0,0,True,home,0.5,0.3333333333333333,0.9005231651064984
Kayla McBride,Lynx,2025-09-21,38.0,21.0,6,2,0,1,0,6,17,4,9,5.0,5,True,home,0.35294117647058826,0.4444444444444444,1.0
Courtney Williams,Lynx,2025-09-21,33.0,23.0,8,7,5,0,3,11,19,1,2,0.0,1,True,home,0.5789473684210527,0.5,0.0
Jessica Shepard,Lynx,2025-09-21,12.0,2.0,1,1,0,0,0,1,3,0,0,0.0,0,True,home,0.3333333333333333,0.0,0.5963464696223316
Maria Kliundikova,Lynx,2025-09-21,8.0,4.0,4,1,2,0,0,2,3,0,1,0.0,0,True,home,0.6666666666666666,0.0,0.5909090909090909
Natisha Hiedeman,Lynx,2025-09-21,19.0,5.0,0,2,0,0,2,2,8,1,4,0.0,0,True,home,0.25,0.25,0.7635714285714285
Camryn Taylor,Lynx,2025-09-21,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.08333333333333333,0.25,0.0
Anastasiia Olairi Kosu,Lynx,2025-09-21,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.5088888888888888,0.0,0.5555555555555555
DiJonai Carrington,Lynx,2025-09-21,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.3867909026999936,0.3255952380952381,0.8
Jaylyn Sherrod,Lynx,2025-09-21,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.28541666666666665,0.23809523809523808,0.7666666666666666
Natasha Howard,Fever,2025-09-21,22.0,12.0,11,3,2,0,2,4,5,0,0,4.0,4,True,away,0.8,0.15,1.0
Aliyah Boston,Fever,2025-09-21,29.0,6.0,11,5,0,0,2,3,9,0,2,0.0,0,True,away,0.3333333333333333,0.0,0.7422842661214755
Odyssey Sims,Fever,2025-09-21,32.0,17.0,2,3,3,0,1,7,13,0,1,3.0,3,True,away,0.5384615384615384,0.0,1.0
Kelsey Mitchell,Fever,2025-09-21,34.0,34.0,1,3,2,0,3,12,23,4,6,6.0,6,True,away,0.5217391304347826,0.6666666666666666,1.0
Lexie Hull,Fever,2025-09-21,35.0,6.0,2,2,0,1,0,2,6,1,3,1.0,2,True,away,0.3333333333333333,0.3333333333333333,0.5
Brianna Turner,Fever,2025-09-21,23.0,6.0,2,0,0,1,1,3,4,0,0,0.0,0,True,away,0.75,0.0,0.5833333333333334
Makayla Timpson,Fever,2025-09-21,4.0,2.0,1,0,0,0,0,0,0,0,0,2.0,2,True,away,0.5819444444444445,0.0,1.0
Shey Peddy,Fever,2025-09-21,11.0,4.0,0,1,0,0,0,2,4,0,1,0.0,0,True,away,0.5,0.0,0.90625
Aerial Powers,Fever,2025-09-21,8.0,0.0,3,0,0,0,1,0,2,0,2,0.0,0,True,away,0.0,0.0,0.6439393939393939
Bree Hall,Fever,2025-09-21,1.0,2.0,2,0,0,0,0,1,2,0,1,0.0,0,True,away,0.5,0.0,0.41666666666666663
Damiris Dantas,Fever,2025-09-21,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.3195216049382716,0.2519047619047619,0.8888888888888888
Sophie Cunningham,Fever,2025-09-21,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.4353558627752176,0.3923963133640553,0.8771929824561402
NaLyssa Smith,Aces,2025-09-21,15.0,4.0,2,0,0,0,0,2,4,0,0,0.0,0,False,home,0.5,0.24,0.5490514905149052
Kierstan Bell,Aces,2025-09-21,16.0,0.0,0,1,0,0,0,0,2,0,1,0.0,0,False,home,0.0,0.0,0.75
A'ja Wilson,Aces,2025-09-21,34.0,16.0,13,1,0,4,3,6,22,0,1,4.0,5,False,home,0.2727272727272727,0.0,0.8
Chelsea Gray,Aces,2025-09-21,34.0,13.0,5,4,1,0,2,5,12,2,5,1.0,1,False,home,0.4166666666666667,0.4,1.0
Jackie Young,Aces,2025-09-21,35.0,19.0,7,2,0,0,5,9,16,1,5,0.0,1,False,home,0.5625,0.2,0.0
Cheyenne Parker-Tyus,Aces,2025-09-21,5.0,0.0,0,0,0,0,0,0,1,0,0,0.0,0,False,home,0.0,0.4,0.8125
Kiah Stokes,Aces,2025-09-21,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.3108843537414966,0.14705882352941177,0.625
Megan Gustafson,Aces,2025-09-21,8.0,4.0,3,0,0,0,0,0,0,0,0,4.0,4,False,home,0.37866666666666665,0.32575757575757575,1.0
Jewell Loyd,Aces,2025-09-21,28.0,3.0,1,1,3,0,1,1,5,1,4,0.0,0,False,home,0.2,0.25,0.8172222222222222
Dana Evans,Aces,2025-09-21,23.0,14.0,2,3,1,0,1,6,9,1,1,1.0,1,False,home,0.6666666666666666,1.0,1.0
Aaliyah Nye,Aces,2025-09-21,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.298234126984127,0.24211711711711714,0.84375
Breanna Stewart,Liberty,2025-09-19,35.0,30.0,9,3,2,2,0,8,17,2,3,12.0,15,False,away,0.47058823529411764,0.6666666666666666,0.8
Leonie Fiebich,Liberty,2025-09-19,28.0,3.0,3,1,0,0,1,1,4,1,3,0.0,0,False,away,0.25,0.3333333333333333,0.8733333333333334
Jonquel Jones,Liberty,2025-09-19,33.0,3.0,8,4,0,1,0,1,10,0,5,1.0,2,False,away,0.1,0.0,0.5
Natasha Cloud,Liberty,2025-09-19,35.0,7.0,3,2,4,1,4,2,6,1,2,2.0,2,False,away,0.3333333333333333,0.5,1.0
Sabrina Ionescu,Liberty,2025-09-19,37.0,22.0,6,4,0,0,4,8,19,3,12,3.0,3,False,away,0.42105263157894735,0.25,1.0
Kennedy Burke,Liberty,2025-09-19,21.0,8.0,2,1,1,2,1,3,9,0,6,2.0,2,False,away,0.3333333333333333,0.0,1.0
Emma Meesseman,Liberty,2025-09-19,9.0,0.0,2,3,0,0,0,0,3,0,1,0.0,2,False,away,0.0,0.0,0.0
Rebekah Gardner,Liberty,2025-09-19,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.4126068376068376,0.4666666666666667,0.8055555555555555
Isabelle Harrison,Liberty,2025-09-19,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.42045669384379053,0.19230769230769232,0.7352941176470589
Stephanie Talbot,Liberty,2025-09-19,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.3565873015873016,0.21180555555555555,0.6683333333333333
Nyara Sabally,Liberty,2025-09-19,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.4575892857142857,0.125,0.7404761904761905
Marine Johannes,Liberty,2025-09-19,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.37875111000111,0.3114587432769251,0.84375
Alyssa Thomas,Mercury,2025-09-19,37.0,20.0,11,11,2,1,5,7,18,0,0,6.0,8,True,home,0.3888888888888889,0.0,0.75
Natasha Mack,Mercury,2025-09-19,19.0,0.0,3,1,0,0,0,0,0,0,0,0.0,0,True,home,0.5475803329461866,0.0,0.48148148148148157
Satou Sabally,Mercury,2025-09-19,34.0,23.0,12,3,2,1,1,6,14,4,9,7.0,9,True,home,0.42857142857142855,0.4444444444444444,0.7777777777777778
Kahleah Copper,Mercury,2025-09-19,34.0,12.0,9,0,1,0,3,5,15,2,4,0.0,0,True,home,0.3333333333333333,0.5,0.8971136887803555
Monique Akoa Makani,Mercury,2025-09-19,23.0,4.0,3,3,1,0,3,2,4,0,1,0.0,0,True,home,0.5,0.0,0.931159420289855
DeWanna Bonner,Mercury,2025-09-19,21.0,4.0,8,2,1,1,0,2,8,0,2,0.0,0,True,home,0.25,0.0,0.8221074902109385
Kathryn Westbeld,Mercury,2025-09-19,8.0,3.0,2,0,0,0,0,1,3,1,2,0.0,0,True,home,0.3333333333333333,0.5,0.7645833333333334
Sami Whitcomb,Mercury,2025-09-19,22.0,13.0,1,1,1,0,0,3,9,2,6,5.0,5,True,home,0.3333333333333333,0.3333333333333333,1.0
Kalani Brown,Mercury,2025-09-19,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.5784438775510203,0.42857142857142855,0.7627450980392156
Kitija Laksa,Mercury,2025-09-19,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.2826033443680502,0.2387085137085137,0.7515151515151515
Kiana Williams,Mercury,2025-09-19,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.40410052910052907,0.25272108843537416,0.5
Lexi Held,Mercury,2025-09-19,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.4086607836607836,0.33870370370370373,0.8214285714285714
Nneka Ogwumike,Storm,2025-09-18,32.0,16.0,9,2,1,0,1,4,13,1,3,7.0,8,False,away,0.3076923076923077,0.3333333333333333,0.875
Gabby Williams,Storm,2025-09-18,28.0,7.0,6,2,2,0,2,3,6,1,2,0.0,0,False,away,0.5,0.5,0.8827160493827161
Ezi Magbegor,Storm,2025-09-18,26.0,9.0,5,2,2,0,1,4,7,0,1,1.0,3,False,away,0.5714285714285714,0.0,0.3333333333333333
Skylar Diggins,Storm,2025-09-18,36.0,13.0,4,6,3,1,3,4,13,3,5,2.0,2,False,away,0.3076923076923077,0.6,1.0
Brittney Sykes,Storm,2025-09-18,23.0,9.0,2,0,0,1,3,4,5,0,0,1.0,1,False,away,0.8,0.24498069498069494,1.0
Dominique Malonga,Storm,2025-09-18,22.0,3.0,5,0,0,2,3,1,5,0,0,1.0,2,False,away,0.2,0.29411764705882354,0.5
Erica Wheeler,Storm,2025-09-18,33.0,16.0,2,5,1,0,3,6,16,2,7,2.0,2,False,away,0.375,0.2857142857142857,1.0
Katie Lou Samuelson,Storm,2025-09-18,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.0,0.0,0.0
Mackenzie Holmes,Storm,2025-09-18,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.6666666666666666,0.0,0.0
Tiffany Mitchell,Storm,2025-09-18,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.35700680272108837,0.35714285714285715,0.75
Lexie Brown,Storm,2025-09-18,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.32941176470588235,0.2688888888888889,0.6666666666666666
Zia Cooke,Storm,2025-09-18,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.3546219983719984,0.38784461152882205,0.675
NaLyssa Smith,Aces,2025-09-18,18.0,2.0,4,2,0,0,1,1,3,0,1,0.0,0,True,home,0.3333333333333333,0.0,0.5490514905149052
Kierstan Bell,Aces,2025-09-18,20.0,0.0,7,1,0,0,2,0,3,0,3,0.0,0,True,home,0.0,0.0,0.75
A'ja Wilson,Aces,2025-09-18,37.0,38.0,5,3,3,2,1,14,26,0,1,10.0,11,True,home,0.5384615384615384,0.0,0.9090909090909091
